Title,Standard Title,Creator,Publisher,LCCN,Description,Date,Date-Numeric,Location,Frequency,Volume Number,Issue Number,Subject-Topic,Subject-Name,Subject-Images,Subject-Local,Type,Format,Language,Dimensions,Digital Collection,Digital Exhibit,Related Resource,Contributing Institution,Collection in Repository,Item/Call Number,Internet Archive ID,Usage Statement,Contact Information,Digitization Notes,Date Range,Edition Order,Edition Label,Page Sequence Number,Page Physical Description,Path,Record Notes,Frame ID,Issue ID,Reproduction Agency,Reproduction Agency Code,Reproduction Note,Physical Location,Physical Location Code,Batch Name,Reel Number,Loose/Bound,Reel Sequence Number,Digital Filename,TIFF Width,TIFF Height
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,9,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_09,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0746,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,10,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_10,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0747,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,11,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_11,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0748,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,12,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_12,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0749,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,13,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_13,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0750,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,14,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_14,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0751,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,15,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_15,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0752,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,16,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_16,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0753,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,17,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_17,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0754,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,18,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_18,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0755,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,19,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_19,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0756,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,20,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_20,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0757,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,21,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_21,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0758,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,22,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_22,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0759,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,23,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_23,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0760,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,24,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_24,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0761,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,25,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_25,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0762,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,26,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_26,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0763,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,27,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_27,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0764,,
"The Campus Voice [Goldsboro, N.C., December 08, 1999]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"December 08, 1999",1999-12-08,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),12,1,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,28,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_1999-12-08_1_28,WayneCC_1999-12-08_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0765,,
"The Campus Voice [Goldsboro, N.C., April 26, 2000]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"April 26, 2000",2000-04-26,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),,37,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,1,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_2000-04-26_1_01,WayneCC_2000-04-26_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0766,,
"The Campus Voice [Goldsboro, N.C., April 26, 2000]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"April 26, 2000",2000-04-26,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),,37,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,2,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_2000-04-26_1_02,WayneCC_2000-04-26_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0767,,
"The Campus Voice [Goldsboro, N.C., April 26, 2000]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"April 26, 2000",2000-04-26,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),,37,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,3,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_2000-04-26_1_03,WayneCC_2000-04-26_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0768,,
"The Campus Voice [Goldsboro, N.C., April 26, 2000]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"April 26, 2000",2000-04-26,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),,37,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,4,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_2000-04-26_1_04,WayneCC_2000-04-26_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0769,,
"The Campus Voice [Goldsboro, N.C., April 26, 2000]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"April 26, 2000",2000-04-26,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),,37,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,5,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_2000-04-26_1_05,WayneCC_2000-04-26_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0770,,
"The Campus Voice [Goldsboro, N.C., April 26, 2000]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"April 26, 2000",2000-04-26,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),,37,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,6,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_2000-04-26_1_06,WayneCC_2000-04-26_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0771,,
"The Campus Voice [Goldsboro, N.C., April 26, 2000]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"April 26, 2000",2000-04-26,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),,37,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,7,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_2000-04-26_1_07,WayneCC_2000-04-26_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0772,,
"The Campus Voice [Goldsboro, N.C., April 26, 2000]","Wayne Community College Student Newspaper (Goldsboro, N.C.)",,,,,"April 26, 2000",2000-04-26,Goldsboro (N.C.);Wayne County (N.C.),Monthly (irregular),,37,College student newspapers and periodicals--North Carolina--Goldsboro.,,,,Text,Newspapers ,English,,North Carolina Newspapers ,Wayne Community College Student Newspaper,,Wayne Community College,,,,Copyright Wayne Community College. This item is presented courtesy of Wayne Community College for research and educational purposes. Images and text may not be used for any commercial purposes without prior written permission from Wayne Community College.,"Wayne Community College Historical Archives, Erwin Library - Wayne Community College | wcc-library@waynecc.edu",,,1,,8,Print,\\Ad.unc.edu\lib\storhouse\digital_production\ncdhc\Newspapers\Wayne_Community_College_Student_Newspaper,,WayneCC_2000-04-26_1_08,WayneCC_2000-04-26_1,"North Carolina Digital Heritage Center; Chapel Hill, NC",ncu,Present,"Wayne Community College; Goldsboro, NC",ncc,WayneCC,,Loose,,WCC_0773,,
